product_id,question,answer
category_1_product_36,yes you can place one earbud inside the case and use the other one does buds ace have a touch feature to change tracks,yes you can change tracks by touching the earbuds touch and hold the eft earbud for 2 seconds to go to the previous track touch and hold the right earbud for 2 seconds to go to the next track
category_1_product_36,how is the calling,buds ace delivers a good call quality experience they come with dedicated individual mic in each earbud to ensure you can hear everything clearly
category_1_product_36,during calls is the audio available in both ears,yes buds ace supports stereo mode during calls
category_1_product_36,does it announce the caller name or number on incoming calls,no it doesnt
category_1_product_36,what is the exact use of that case,the case works as a charging and holding case for buds ace on the go
category_1_product_36,do buds ace have any special features,buds ace are equipped with the instacharge feature that delivers 12 minutes of playtime in just 10 minutes of charge
category_1_product_36,do buds ace have noise cancellation mode,no buds ace do not feature noise cancellation mode
category_1_product_36,do buds ace have a fast pairing option,buds ace come with hyper sync technology that allows them to pair with any device automatically on opening the charging case note buds ace will automatically connect to the last paired devices
category_1_product_36,is buds ace earbuds waterproof,buds ace earbuds are ipx4 sweatresistant however the buds need to be completely dried before placing them back in the case to maintain their long life
category_1_product_36,what are the colour options,buds ace are available in 4 colours snow white charcoal black midnight blue and mint green
category_1_product_36,are buds ace compatible with iphones,yes they are compatible with iphones
category_1_product_36,are buds ace compatible with android smartphones,yes they are compatible with android smartphones
category_1_product_36,can buds ace be connected to a laptopcomputer,yes buds ace can be connected to the laptopcomputer as long as the latter is equipped with bt connectivity provision
category_1_product_36,do they support bt 42,buds ace are best suited with bt v53 however they also support smartphones with bt v42 as well
category_1_product_36,what is the bt range from the phone,the bt range is 10 metres without any obstacle
category_1_product_36,can i use google assistant,yes you can use google assistant
category_1_product_36,what is the battery backup,the battery backup of the earbuds is up to 6 hours on a single charge and backed with the charging case they provide a total playtime of up to 24 hours
category_1_product_36,how much time does it take to charge buds ace,buds ace take up to 90 minutes to fully charge
category_1_product_36,do buds ace have fast charging provision,yes buds ace case can fully charge the earbuds in 30 minutes
category_1_product_36,can buds ace be charged without putting them into the case,no they cannot be charged without the case
category_1_product_36,what to do in case the charging case is not charging,you can reach out to us on the following link httpswwwgonoisecompagesregisteryourcomplaint
category_1_product_36,how do i check the buds ace battery level,you can check the battery level of the buds ace earbuds on your smartphone go to the notification bar and look at the bt icon the battery level is mentioned under it you can also check the battery level of the charging case on the case
category_1_product_36,can i charge buds ace with my pclaptop,yes you can charge the earbuds with your pclaptop though it is advisable to use the charging cable provided with the device
category_1_product_36,how to turn buds ace on and off,the earbuds will turn on automatically upon opening the charging case and turn off on placing them inside the charging case and closing the lid
category_1_product_36,how to pair buds ace with your smartphone,before starting make sure that the earbuds are charged open the charging case turn on the bt on your device and open the bt menu now select add device and from the list of devices select buds ace your noise buds ace earbuds are now paired and ready to use note buds ace will automatically connect to the last paired device as soon as you open the case
category_1_product_36,only one bud is working what do i do,check if the nonworking earbud is charged and connected to your device try to reset the earbuds and connect them if they still dont work please raise a support ticket at supportgonoisecom
category_1_product_36,how to reset buds ace,before resetting ensure that the earbuds and the case are charged fully on your paired devices removedelete buds ace from the list of paired devices in the bt menu take out the earbuds tap either earbud 5 times the white leds on both the earbuds will blink times indicating that they have been reset
category_1_product_36,is a single earbud available if one of them goes missing,no single earbuds are not available
category_1_product_36,is there a warranty for this product,yes there is a 1year manufacturing warranty from the date of delivery of the product
category_1_product_36,where do i register for the product warranty,please follow the link to register for the warranty httpswwwgonoisecompageswarrantyregistration
