product_id,question,answer
category_1_product_5,Q. Can we accept calls on boAt Airdopes 280 ANC ?,"Yes, a single tap on earbud allows the user to easily accept and reject calls."
category_1_product_5,Q. Is there a warranty for the product? How do I claim warranty?,"Yes, all of our true wireless earphones come with a 1 year warranty. To register your device, visit https://support.boat-lifestyle.com/."
category_1_product_6,,
category_1_product_6,,
category_1_product_6,,
category_1_product_6,,
category_1_product_6,,
category_1_product_6,Q. Are Airdopes Alpha waterproof and sweat resistant?,"Yes, Airdopes Alpha is IPX5 Water and Sweat Resistant. You can use it for your workouts or carry them along on long trips."
category_1_product_6,Q. Can I charge my earphones with a mobile charger?,"Yes, Airdopes Alpha supports Type-C charging ports. If your mobile charger comes with a Type-C charging port, then you can easily use the same to charge your device."
category_1_product_6,,
category_1_product_6,,
category_1_product_6,,
category_1_product_7,,
category_1_product_7,,
category_1_product_7,,
category_1_product_7,,
category_1_product_7,,
category_1_product_7,,
category_1_product_7,Q. How can we pause and play tracks?,Plug the earbuds in to play and take both earbuds out to pause the song. Nirvana Ion comes with in-ear detection & a host of intuitive features that allows one to seamlessly control music. Please refer to the instruction manual to learn about the different ways one can take advantage of its features.
category_1_product_7,,
category_1_product_7,,
category_1_product_7,,
category_1_product_8,Q. Are Airdopes 181 Pro waterproof and sweat-resistant?,"Yes, Airdopes 181 Pro is IPX5 Water and Sweat Resistant. You can use it for your workouts or carry them along on long trips."
category_1_product_8,Q. Can I charge my wireless earbuds with a mobile charger?,"Yes, Airdopes 181 Pro supports Type-C charging ports. If your mobile charger comes with a Type-C charging port, you can easily use the same to charge your device."
category_1_product_8,Q. How long does Airdopes 181 Pro last on a single charge?,Airdopes 181 Pro wireless earbuds offer a total battery backup of up to 100 hours.
category_1_product_8,Q. Is there a warranty for the product? How do I claim warranty?,"Yes, all of our true wireless earphones come with a 1 year warranty. To register your device, visit https://support.boat-lifestyle.com/."
category_1_product_9,Q. How can we pause and play tracks?,"Airdopes 121 Pro Plus has intuitive touch controls to play and pause your music. For further control instructions, please refer to the instruction manual."
category_1_product_9,Q. Can I use any adapter to charge my device?,"Yes, you can use any Type-C compatible adapter to charge your Airdopes 121 Pro Plus charging case."
category_1_product_9,Q. Can we accept calls on boAt Airdopes 121 Pro Plus?,"Yes, Airdopes 121 Pro Plus allows you to accept calls on a tap. It comes with 4 Mics featuring ENx™ Technology that suppresses background noise when speaking into the mic, which allows for a seamless calling experience."
category_1_product_9,Q. Is there a warranty for the product? How do I claim warranty?,"Yes, all of our true wireless earphones come with a 1 year warranty. To register your device, visit https://support.boat-lifestyle.com/."
category_1_product_10,Q. Can I use any adapter to charge my device?,"Yes, you can use any Type-C compatible adapter to charge your Airdopes 311 PRO charging case."
category_1_product_10,Q. Can we accept calls on boAt Airdopes 311 PRO,"Yes, boAt Airdopes 311 PRO allows you to accept calls on a tap. It comes with Dual Mics featuring ENx™ Technology that suppresses background noise when speaking into the mic, which allows for a seamless calling experience."
category_1_product_10,Q. How can we pause and play tracks?,"Airdopes 311 PRO has intuitive touch controls to play and pause your music. For further control instructions, please refer to the instruction manual."
category_1_product_10,Q. Is there a warranty for the product? How do I claim warranty?,"Yes, all of our true wireless earphones come with a 1 year warranty. To register your device, visit https://support.boat-lifestyle.com/."
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_11,,
category_1_product_12,Q. What is the total battery life of Airdopes 301?,"Airdopes 301 offers up to 75 hours of total playtime, which includes the charge from the earbuds and the case combined. Perfect for long listening sessions without worrying about charging."
category_1_product_12,Q. How does the Quad Mic with ENx™ Technology improve call quality?,"Quad Mic with ENx™ Technology minimizes background noise and ensures your voice is heard clearly during calls, even in noisy environments. It enhances call clarity, making conversations smooth and hassle-free."
category_1_product_12,Q. Is there a warranty for the product? How do I claim warranty?,"Yes, all of our true wireless earphones come with a 1 year warranty. To register your device, visit https://support.boat-lifestyle.com/."
category_1_product_13,Q. How can we pause and play tracks?,
category_1_product_13,Q. Can we accept calls on boAt Airdopes 71?,
category_1_product_13,Q. Can I use any adapter to charge my device?,
category_1_product_13,Q. How long does boAt Airdopes 71 last on a single charge?,
category_1_product_13,Q. Is there a warranty for the product? How do I claim a warranty?,
category_1_product_14,,
category_1_product_14,,
category_1_product_14,,
