brand,category_id,product_id,title,price,main_price,discount,rating,link
boat,category_3,category_3_product_25,boat rockerz 113 wireless neckband with beast%E2%84%A2 mode,949,2490,62,5.0,https://www.boat-lifestyle.com/products/boat-rockerz-113-wireless-neckband-with-beast%E2%84%A2-mode
boat,category_3,category_3_product_26,rockerz 210 anc headphone,1499,5990,75,4.7,https://www.boat-lifestyle.com/products/rockerz-210-anc-headphone
boat,category_3,category_3_product_27,boat rockerz 255 neo,1299,2990,57,4.8,https://www.boat-lifestyle.com/products/boat-rockerz-255-neo
boat,category_3,category_3_product_28,boat rockerz 260 bluetooth earphones,999,2499,60,4.9,https://www.boat-lifestyle.com/products/boat-rockerz-260-bluetooth-earphones
boat,category_3,category_3_product_29,boat rockerz trinity grande wireless neckband with 150 hours playback ai enx%E2%84%A2 tech dual eqs beast%E2%84%A2 mode copy,999,2790,64,4.8,https://www.boat-lifestyle.com/products/boat-rockerz-trinity-grande-wireless-neckband-with-150-hours-playback-ai-enx%E2%84%A2-tech-dual-eqs-beast%E2%84%A2-mode-copy
boat,category_3,category_3_product_30,boat rockerz 109 wireless earphone with 40h playback asap%E2%84%A2 charge beast%E2%84%A2 mode enx%E2%84%A2 technology copy,1399,2490,44,4.8,https://www.boat-lifestyle.com/products/boat-rockerz-109-wireless-earphone-with-40h-playback-asap%E2%84%A2-charge-beast%E2%84%A2-mode-enx%E2%84%A2-technology-copy
boat,category_3,category_3_product_31,boat rockerz summit wireless earphone with 30h playback,1299,4490,71,5.0,https://www.boat-lifestyle.com/products/boat-rockerz-summit-wireless-earphone-with-30h-playback
boat,category_3,category_3_product_32,bassheads 900 pro wired headphone,1499,4990,70,4.0,https://www.boat-lifestyle.com/products/bassheads-900-pro-wired-headphone
boat,category_3,category_3_product_33,rockerz 255 z plus neckband,1299,4990,74,4.6,https://www.boat-lifestyle.com/products/rockerz-255-z-plus-neckband
boat,category_3,category_3_product_34,rockerz 111 neckband,1299,2490,48,4.7,https://www.boat-lifestyle.com/products/rockerz-111-neckband
boat,category_3,category_3_product_35,rockerz 80 pro wireless bluetooth neckband,1599,3990,60,4.6,https://www.boat-lifestyle.com/products/rockerz-80-pro-wireless-bluetooth-neckband
boat,category_3,category_3_product_36,rockerz bliss wireless neckband,1399,3990,65,4.8,https://www.boat-lifestyle.com/products/rockerz-bliss-wireless-neckband
boat,category_3,category_3_product_37,nirvana 525 anc earphone,2799,4990,44,4.9,https://www.boat-lifestyle.com/products/nirvana-525-anc-earphone
boat,category_3,category_3_product_38,rockerz 255 touch long playback earphone,1399,2990,53,4.8,https://www.boat-lifestyle.com/products/rockerz-255-touch-long-playback-earphone
boat,category_3,category_3_product_39,rockerz enticer wireless earphone,1199,2990,60,4.8,https://www.boat-lifestyle.com/products/rockerz-enticer-wireless-earphone
boat,category_3,category_3_product_40,rockerz 185 pro wireless neckband,1199,2490,40,5.0,https://www.boat-lifestyle.com/products/rockerz-185-pro-wireless-neckband
boat,category_3,category_3_product_41,rockerz 255 max large playback neckband,1299,3999,68,4.2,https://www.boat-lifestyle.com/products/rockerz-255-max-large-playback-neckband
boat,category_3,category_3_product_42,boat rockerz apex wireless neckband,979,2499,61,4.8,https://www.boat-lifestyle.com/products/boat-rockerz-apex-wireless-neckband
boat,category_3,category_3_product_43,rockerz 255 arc wireless bluetooth neckband,1099,2499,56,4.8,https://www.boat-lifestyle.com/products/rockerz-255-arc-wireless-bluetooth-neckband
boat,category_3,category_3_product_45,boat rockerz 255 pro make in india,999,3990,75,5.0,https://www.boat-lifestyle.com/products/boat-rockerz-255-pro-make-in-india
boat,category_3,category_3_product_46,boat rockerz 258 pro,1699,3990,57,4.6,https://www.boat-lifestyle.com/products/boat-rockerz-258-pro
boat,category_3,category_3_product_47,rockerz 338 wireless earphone,1799,3990,55,4.8,https://www.boat-lifestyle.com/products/rockerz-338-wireless-earphone
boat,category_3,category_3_product_48,rockerz 330 anc noise cancelling earphones,1694,5999,72,4.8,https://www.boat-lifestyle.com/products/rockerz-330-anc-noise-cancelling-earphones
boat,category_3,category_3_product_49,rockerz 333 anc wireless neckband with noise cancelling feature,1599,5999,73,5.0,https://www.boat-lifestyle.com/products/rockerz-333-anc-wireless-neckband-with-noise-cancelling-feature
boat,category_3,category_3_product_50,rockerz 333 wireless earphone,1599,3990,60,4.9,https://www.boat-lifestyle.com/products/rockerz-333-wireless-earphone
boat,category_3,category_3_product_51,boat rockerz 330 make in india,999,2490,60,4.8,https://www.boat-lifestyle.com/products/boat-rockerz-330-make-in-india
boat,category_3,category_3_product_52,bassheads 950v2,999,1990,50,5.0,https://www.boat-lifestyle.com/products/bassheads-950v2
boat,category_3,category_3_product_53,rockerz 260,1199,2490,52,4.9,https://www.boat-lifestyle.com/products/rockerz-260
boat,category_3,category_3_product_54,rockerz 235v2 made in india,1199,2990,60,4.8,https://www.boat-lifestyle.com/products/rockerz-235v2-made-in-india
boat,category_3,category_3_product_55,rockerz 375,1499,3990,62,4.9,https://www.boat-lifestyle.com/products/rockerz-375
boat,category_3,category_3_product_56,rockerz 333,1199,3990,70,4.9,https://www.boat-lifestyle.com/products/rockerz-333
boat,category_3,category_3_product_57,rockerz 255 pro make in india,1049,3499,70,4.9,https://www.boat-lifestyle.com/products/rockerz-255-pro-make-in-india
boat,category_3,category_3_product_58,rockerz 215,1199,2490,52,4.8,https://www.boat-lifestyle.com/products/rockerz-215
boat,category_3,category_3_product_59,rockerz 265 v2,1199,2990,60,4.8,https://www.boat-lifestyle.com/products/rockerz-265-v2
boat,category_3,category_3_product_60,rockerz 385 v2,2099,4990,58,4.8,https://www.boat-lifestyle.com/products/rockerz-385-v2
boat,category_3,category_3_product_61,boat 102 wireless,1099,1990,45,4.9,https://www.boat-lifestyle.com/products/boat-102-wireless
boat,category_3,category_3_product_62,rockerz 258 pro,1699,2990,43,5.0,https://www.boat-lifestyle.com/products/rockerz-258-pro
boat,category_3,category_3_product_63,rockerz 238,1299,2990,57,4.8,https://www.boat-lifestyle.com/products/rockerz-238
boat,category_3,category_3_product_64,rockerz 255 kkr,1099,2990,63,4.8,https://www.boat-lifestyle.com/products/rockerz-255-kkr
boat,category_3,category_3_product_65,rockerz 335,1399,3990,65,4.8,https://www.boat-lifestyle.com/products/rockerz-335
boat,category_3,category_3_product_66,boat 103 wireless,1199,1990,40,4.7,https://www.boat-lifestyle.com/products/boat-103-wireless
boat,category_3,category_3_product_67,rockerz 195,1099,1990,45,4.8,https://www.boat-lifestyle.com/products/rockerz-195
boat,category_3,category_3_product_68,rockerz 185,1099,1990,45,4.9,https://www.boat-lifestyle.com/products/rockerz-185
boat,category_3,category_3_product_69,rockerz 255f,1299,2990,57,4.8,https://www.boat-lifestyle.com/products/rockerz-255f
boat,category_3,category_3_product_70,rockerz 255 pro,1399,3499,60,4.8,https://www.boat-lifestyle.com/products/rockerz-255-pro
boat,category_3,category_3_product_71,rockerz 235 v2,899,2990,70,4.8,https://www.boat-lifestyle.com/products/rockerz-235-v2
boat,category_3,category_3_product_72,rockerz 275 v2,1899,2990,36,5.0,https://www.boat-lifestyle.com/products/rockerz-275-v2
boat,category_3,category_3_product_73,rockerz 245 v2,999,2990,67,4.8,https://www.boat-lifestyle.com/products/rockerz-245-v2
boat,category_3,category_3_product_75,rockerz 261,999,4990,80,4.8,https://www.boat-lifestyle.com/products/rockerz-261
boat,category_3,category_3_product_76,rockerz 255,999,2990,67,4.8,https://www.boat-lifestyle.com/products/rockerz-255
boat,category_3,category_3_product_77,bassheads 900,1099,2490,56,4.8,https://www.boat-lifestyle.com/products/bassheads-900
