product_id,key,value
category_1_product_4,Product Dimensions,21.7mm x 24.8mm x 32.8mm
category_1_product_4,MRP(Inclusive All Taxes),"₹9,990"
category_1_product_4,Country Of Origin,India
category_1_product_4,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_4,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_4,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_4,Net Quantity,1 Unit
category_1_product_5,Name,boAt Airdopes 280 ANC
category_1_product_5,Category,Wireless Earbuds
category_1_product_5,Net Content,"1 UNIT boAt Airdopes 280 ANC,1 UNIT Type-C Cable,1 UNIT User Guide,2 UNITS Extra Earmuffs"
category_1_product_5,Product Dimensions,66.2mm x 48mm x 26.2mm
category_1_product_5,MRP(Inclusive All Taxes),"₹6,999"
category_1_product_5,Country Of Origin,India
category_1_product_5,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_5,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_5,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_5,Net Quantity,1 Unit
category_1_product_6,Name,boAt Airdopes Alpha
category_1_product_6,Category,Wireless Earbuds
category_1_product_6,Net Content,"1 UNIT boAt Airdopes Alpha, 1 Unit USB Type - C Charging Cable, 1 UNIT Manual, 1 UNIT Catalogue, 1 UNIT Warranty Card"
category_1_product_6,Product Dimensions,30mm x 18.65mm x 17.48mm
category_1_product_6,MRP(Inclusive All Taxes),"₹3,490"
category_1_product_6,Country Of Origin,India
category_1_product_6,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_6,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_6,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_6,Net Quantity,1 Unit
category_1_product_7,Name,boAt Nirvana Ion
category_1_product_7,Category,Wireless Earbuds
category_1_product_7,Net Content,"1 Unit Type-C, 1 Unit User Manual, 1 Unit Warranty Card"
category_1_product_7,Product Dimensions,21.7mm x 24.8mm x 32.8mm
category_1_product_7,MRP(Inclusive All Taxes),"₹7,990"
category_1_product_7,Country Of Origin,India
category_1_product_7,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_7,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_7,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_7,Net Quantity,1 Unit
category_1_product_8,Name,boAt Airdopes 181 Pro
category_1_product_8,Category,Wireless Earbuds
category_1_product_8,Net Content,"1 Unit Pair of Earbuds, 1 Unit Case, 1 Unit Type - C Cable, 1 Unit User Manual, 1 Unit Warranty Card, 1 Unit Catalogue, 1 Unit FAQ Card"
category_1_product_8,Product Dimensions,33.14mm x 21.17mm x 23.31mm
category_1_product_8,MRP(Inclusive All Taxes),"₹4,990"
category_1_product_8,Country Of Origin,India
category_1_product_8,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_8,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_8,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_8,Net Quantity,1 Unit
category_1_product_9,Name,boAt Airdopes 121 Pro Plus
category_1_product_9,Category,Wireless Earbuds
category_1_product_9,Net Content,"1 Unit Pair of Earbuds, 1 Unit Case, 1 Unit Type - C Cable, 1 Unit User Manual, 1 Unit Warranty Card, 1 Unit Catalogue, 1 Unit FAQ Card"
category_1_product_9,Product Dimensions,33.14mm x 21.17mm x 23.31mm
category_1_product_9,MRP(Inclusive All Taxes),"₹4,990"
category_1_product_9,Country Of Origin,India
category_1_product_9,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_9,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_9,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_9,Net Quantity,1 Unit
category_1_product_10,Name,boAt Airdopes 311 PRO
category_1_product_10,Category,Wireless Earbuds
category_1_product_10,Net Content,"1 Unit Pair of Earbuds, 1 Unit Case, 1 Unit Type - C Cable, 1 Unit User Manual, 1 Unit Warranty Card, 1 Unit Catalogue, 1 Unit FAQ Card"
category_1_product_10,Product Dimensions,35.61mm x 18.61mm x 25.28mm
category_1_product_10,MRP(Inclusive All Taxes),"₹4,990"
category_1_product_10,Country Of Origin,India
category_1_product_10,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_10,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_10,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_10,Net Quantity,1 Unit
category_1_product_11,Name,boAt Airdopes 161
category_1_product_11,Category,Wireless Earbuds
category_1_product_11,Net Content,"1 Unit Airdopes 161, 1 Unit Type-C, 1 Unit User Manual, 1 Unit Warranty Card"
category_1_product_11,Product Dimensions,31mm x 22mm x 26mm
category_1_product_11,MRP(Inclusive All Taxes),"₹2,490"
category_1_product_11,Country Of Origin,India
category_1_product_11,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_11,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_11,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_11,Net Quantity,1 Unit
category_1_product_12,Name,boAt Airdopes 301
category_1_product_12,Category,Wireless Earbuds
category_1_product_12,Net Content,"1 UNIT boAt Airdopes 301, 1 UNIT Type-C Cable, 1 UNIT User Guide, 2 UNITS Extra Earmuffs"
category_1_product_12,Product Dimensions,31.29mm x 19.22mm x 23.40mm
category_1_product_12,MRP(Inclusive All Taxes),"₹4,990"
category_1_product_12,Country Of Origin,India
category_1_product_12,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_12,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_12,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_12,Net Quantity,1 Unit
category_1_product_13,Name,boAt Airdopes 71
category_1_product_13,Category,Wireless Earbuds
category_1_product_13,Net Content,"1 UNIT boAt Airdopes 171, 1 UNIT Type-C Cable, 1 UNIT User Guide, 2 UNITS Extra Earmuffs"
category_1_product_13,Product Dimensions,31.6mm x 21.73mm x 26.60mm
category_1_product_13,MRP(Inclusive All Taxes),"₹3,990"
category_1_product_13,Country Of Origin,India
category_1_product_13,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_13,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_13,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_13,Net Quantity,1 Unit
category_1_product_14,Name,boAt Airdopes 161 (Metallic)
category_1_product_14,Category,Wireless Earbuds
category_1_product_14,Net Content,"Airdopes 161, 1 Unit Type-C, 1 Unit User Manual, 1 Unit Warranty Card"
category_1_product_14,Product Dimensions,31mm x 22mm x 26mm
category_1_product_14,MRP(Inclusive All Taxes),"₹2,490"
category_1_product_14,Country Of Origin,India
category_1_product_14,Marketed By,"Imagine Marketing Limited, Unit No. 204 & 205, 2nd floor, D-Wing & E- wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai - 400093"
category_1_product_14,Manufactured by,"Califonix Tech & Manufacturing Pvt. Ltd., B-17, Sector 85, Phase II, Noida, Gautam Buddha Nagar, Uttar Pradesh-201305, India."
category_1_product_14,For consumer complaints contact us at:,"022-6918-1920 info@imaginemarketingindia.com Imagine Marketing Limited Address: Unit No. 204&205, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Andheri East, Mumbai-400093"
category_1_product_14,Net Quantity,1 Unit
