product_id,feature
category_1_product_29,wireless earbuds with dolby head tracking
category_1_product_29,50h playback
category_1_product_29,52db anc  adaptive eq by mimi
category_1_product_30,wireless earbuds with 48 hours playback
category_1_product_30,beast mode
category_1_product_30,dual eqs
category_1_product_30,enx tech
category_1_product_31,wireless earbuds with 13mm drivers
category_1_product_31,bluetooth v50edr
category_1_product_31,iwp technology
category_1_product_31,650mah pocket friendly charging case
category_1_product_31,60 hours nonstop music
category_1_product_32,wireless earbuds with 45 hours playback
category_1_product_32,beast mode
category_1_product_32,asap charge
category_1_product_32,dual mics with enx technology
category_1_product_33,wireless earbuds with 40 hours playback
category_1_product_33,beast mode  enx calling
category_1_product_34,wireless earbuds with active noise cancellation up to 32db
category_1_product_34,enx technology
category_1_product_34,asap charge
category_1_product_35,wireless earbuds with massive playback of upto 17 hour
category_1_product_35,ipx5 water  sweat resistance
category_1_product_35,iwp technology
category_1_product_35,type c interface
category_1_product_36,wireless earbuds with 100 hours playback
category_1_product_36,upto 32db anc
category_1_product_36,beast mode
category_1_product_36,adaptive eq by mimi
category_1_product_37,true wireless earbuds with 70 hours playback
category_1_product_37,enx tech  beast mode
category_1_product_38,wireless earbuds with 40 hours playback
category_1_product_38,highres audio with ldac
category_1_product_38,ai enx technology
category_1_product_39,wireless earbuds with 40 hours playback
category_1_product_39,beast mode
category_1_product_39,asap charge
category_1_product_39,iwp tech
category_1_product_40,wireless earbuds with 50 hours playback
category_1_product_40,dual pairing
category_1_product_40,dual mics with enx technology
category_1_product_41,bluetooth gaming wireless earbuds with 40ms beast mode
category_1_product_41,real rgb lights
category_1_product_41,boat signature sound
category_1_product_42,tws earbuds with boat 360º spatial audio
category_1_product_42,32db active noise cancellation
category_1_product_43,wireless earbuds with anc up to 32db
category_1_product_43,enx technology
category_1_product_43,beast mode
category_1_product_44,wireless earbuds with 50 hours playback
category_1_product_44,beast mode  enx calling
category_1_product_45,wireless earbuds with 11mm drivers
category_1_product_45,enx technology
category_1_product_45,beast mode
category_1_product_45,45 hours of battery life
category_1_product_46,wireless earbuds with 45 hours playback
category_1_product_46,beast mode  enx calling
category_1_product_47,wireless earbuds with 50 hours playback
category_1_product_47,quad mics with enx technology
category_1_product_47,13mm drivers
category_1_product_47,beast mode
category_1_product_48,wireless earbuds with 32db anc
category_1_product_48,120 hours playback
category_1_product_48,multipoint connectivity
category_1_product_48,beast mode
category_1_product_49,wireless earbuds with 45 hours playback
category_1_product_49,beast mode
category_1_product_49,enx technology
category_1_product_49,boat signature sound
category_1_product_50,wireless earbuds with 42 hours playback
category_1_product_50,up to 35db anc
category_1_product_50,beast mode
category_1_product_50,dual eqs
category_1_product_50,enx tech
category_1_product_51,wireless earbuds with 8mm drivers
category_1_product_51,iwp  enxtm technology
category_1_product_51,asap fast charge
category_1_product_51,upto 42 hours playback
category_1_product_51,ipx4 sweat  water resistance
category_1_product_52,earbuds with 10mm drivers
category_1_product_52,beast mode for gamers
category_1_product_52,enx technology
category_1_product_53,wireless earbuds
category_1_product_53,50 hours playback
category_1_product_53,50db anc
category_1_product_53,360 spatial audio with head tracking
category_1_product_53,app support
category_1_product_53,adaptive eq powered by mimi
category_1_product_53,google fast pair
category_1_product_53,asap charge
category_1_product_53,boat signature sound
category_1_product_54,wireless earbuds with 50 hours playback
category_1_product_54,beast mode  enx calling
category_1_product_55,wireless earbuds with 100 hours playback
category_1_product_55,quad mics with enx
category_1_product_55,inear detection
category_1_product_55,ipx5 resistance
category_1_product_56,true wireless earbuds with up to 50 hours playtime
category_1_product_56,quad mics with enx technology
category_1_product_56,13mm drivers
category_1_product_56,beast mode
category_1_product_56,asap charge
category_1_product_57,wireless earbuds with 75 hours playback
category_1_product_57,quad mics enx
category_1_product_57,beast mode  boat signature sound
category_1_product_58,wireless earbuds with anc up to 32db
category_1_product_58,quad mics enx tech
category_1_product_58,bluetooth v53
category_1_product_59,bluetooth earbuds with 30 hours of playtime
category_1_product_59,beast mode
category_1_product_59,enx technology
category_1_product_60,wireless earbuds with 40 hours playback
category_1_product_60,asap charge
category_1_product_60,boat immersive sound
category_1_product_60,bluetooth v51
category_1_product_61,wireless earbuds with 100 hours playback
category_1_product_61,4 mics with enx technology
category_1_product_61,beast mode
category_1_product_62,wireless earbuds with 32db anc
category_1_product_62,120 hours playback
category_1_product_62,dual eq modes
category_1_product_62,ldac technology
category_1_product_62,beast mode
category_1_product_63,wireless earbuds with 50 hours playback
category_1_product_63,quad mics ai enx tech
category_1_product_63,asap charge
category_1_product_63,spatial audio
category_1_product_64,wireless earbuds with 50 hours playback
category_1_product_64,dual mics with enx technology
category_1_product_64,beast mode
category_1_product_64,asap charge
category_1_product_65,bluetooth gaming wireless earbuds with 40ms beast mode
category_1_product_65,up to 32db anc
category_1_product_65,enx tech
category_1_product_66,wireless earbuds with active noise cancellation up to 32db
category_1_product_66,42 hours playback
category_1_product_66,beast mode
category_1_product_66,enx technology
category_1_product_67,wireless earbuds
category_1_product_67,50 hours playback
category_1_product_67,50db anc
category_1_product_67,boat signature sound
category_1_product_68,wireless earbuds with 40 hours playback
category_1_product_68,asap charge
category_1_product_68,boat immersive sound
category_1_product_68,bluetooth v51
category_1_product_69,gaming earbuds with 13mm drivers
category_1_product_69,beast mode
category_1_product_69,enx technology
category_1_product_69,led lights
category_1_product_69,30 hours of nonstop playback
category_1_product_70,wireless earbuds with 30 hours playback
category_1_product_70,beast mode
category_1_product_70,enx technology
category_1_product_70,asap charge
category_1_product_71,bluetooth gaming wireless earbuds with beast mode 40ms low latency
category_1_product_71,asap charge
category_1_product_71,40 hours playback
category_1_product_71,blazing rgb lights
category_1_product_72,bluetooth gaming wireless earbuds with beastmode
category_1_product_72,enx technology
category_1_product_72,asap charge
category_1_product_72,bluetooth v53
category_1_product_73,noisecancelling earbuds with 10mm drivers
category_1_product_73,asap charge technology
category_1_product_73,up to 25db anc
category_1_product_73,enx technology
category_1_product_73,175 hours playback
category_1_product_74,wireless earbuds with 35 hours of playback
category_1_product_74,13mm drivers
category_1_product_74,enx technology
category_1_product_74,beast mode
category_1_product_74,asap charge
category_1_product_75,wireless earbuds with 10mm driver
category_1_product_75,type c interface
category_1_product_75,beast mode  voice assistant
category_1_product_75,enx technology
category_1_product_76,bluetooth gaming wireless earbuds with beast mode
category_1_product_76,iwp technology
category_1_product_76,enx technology
category_1_product_76,30 hours playback
category_1_product_77,wireless bluetooth earbuds with 13mm drivers
category_1_product_77,upto 50 hours of battery life
category_1_product_77,beast mode
category_1_product_77,quad mics with enx technology
category_1_product_78,wireless earbuds with 50 hours playback
category_1_product_78,enx technology
category_1_product_78,asap charge
category_1_product_78,beast mode
category_1_product_78,bluetooth v53
category_1_product_79,netflix stream edition earbuds
category_1_product_79,active noise cancellation
category_1_product_79,enx technology
category_1_product_79,gesture controls
category_1_product_80,wireless earbuds superman dc edition earbuds with 13 mm drivers
category_1_product_80,upto 12 hours nonstop music
category_1_product_80,650mah pocket friendly charging case
category_1_product_81,13 mm drivers
category_1_product_81,typec carry case
category_1_product_81,12 hours nonstop music
category_1_product_82,wireless earbuds with active noise cancellation up to 32db
category_1_product_82,beast mode
category_1_product_82,10mm drivers
category_1_product_82,asap charge
category_1_product_83,wireless earbuds with 40 hours playback
category_1_product_83,enx with quad mics
category_1_product_83,bluetooth v53
category_1_product_84,gaming earbuds with super low latency
category_1_product_84,rgb lights
category_1_product_84,beast mode
category_1_product_84,40 hours playback
category_1_product_84,enx technology
category_1_product_85,wireless earbuds with 10mm dynamic drivers
category_1_product_85,asap charge
category_1_product_85,enx technology
category_1_product_85,easy touch control
category_1_product_86,wireless earbuds with 60 hours playback
category_1_product_86,bluetooth v53
category_1_product_86,enx technology
category_1_product_86,asap charge
category_1_product_87,earbuds with 13mm drivers
category_1_product_87,beast mode for gamers
category_1_product_87,enx technology
category_1_product_88,wireless bluetooth earbuds with 10mm driver
category_1_product_88,upto 90 minutes playback in 10 minutes charge
category_1_product_88,asap charge technology
category_1_product_88,beast mode
category_1_product_89,wireless earbuds with 40 hours of playtime
category_1_product_89,beast mode
category_1_product_89,rgb lights featuring enx tech
category_1_product_90,bluetooth inear wireless earbuds with 7mm rhythmic dynamic drivers
category_1_product_90,nonstop music upto 20 hours
category_1_product_91,wireless earbuds with 48 hours playback
category_1_product_91,beast mode
category_1_product_91,dual eqs
category_1_product_91,enx tech
category_1_product_92,wireless earbuds with 35 hours playback
category_1_product_92,beast mode  enx tech
category_1_product_93,wireless headphones with spatial audio
category_1_product_93,80h playback  50db hybrid adaptive anc
category_1_product_94,wireless earbuds with 60h playback
category_1_product_94,enx technology
category_1_product_94,sleek metallic finish
category_1_product_94,bluetooth v53
category_1_product_96,wireless earbuds with active noise cancellation up to 32db
category_1_product_96,beast mode
category_1_product_96,10mm drivers
category_1_product_96,asap charge
category_1_product_97,wireless earbdus gaming earbuds with 2x6mm dual drivers
category_1_product_97,quad mics with enx and iwp technology
category_1_product_97,led lights on charging case
category_1_product_98,wireless earbuds with active noise cancellation
category_1_product_98,enx technology
category_1_product_98,120 hours playback
category_1_product_98,beast mode
category_1_product_99,wireless earbuds with 100 hours playback
category_1_product_99,quad mics with enx tech
category_1_product_99,air conduction tech perfect for outdoor sports
category_1_product_100,wireless earbuds with boat signature sound
category_1_product_100,35 hours playback
category_1_product_100,asap charge
category_1_product_100,enx technology
category_1_product_101,bluetooth gaming wireless earbuds with beastmode
category_1_product_101,enx with quad mics
category_1_product_101,asap charge
category_1_product_102,wireless earbuds with anc up to 50db
category_1_product_102,6x mics with ai enx tech
category_1_product_102,bluetooth v53
category_1_product_102,50 hours playback
category_1_product_103,wireless earbuds with anc up to 35db
category_1_product_103,dolby audio
category_1_product_103,boat signature sound
category_1_product_103,beast mode
category_1_product_104,bluetooth earbuds with active noise cancellation
category_1_product_104,enx technology
category_1_product_104,120 hours playback
category_1_product_104,beast mode
category_1_product_105,wireless earbuds with 50 hours playback
category_1_product_105,beast mode
category_1_product_105,enx technology
category_1_product_105,ipx4 resistance
category_1_product_106,bluetooth earbuds with active noise cancellation
category_1_product_106,enx technology
category_1_product_106,beast mode
category_1_product_106,asap charge
category_1_product_107,wireless gaming earbuds with 40 hours playback
category_1_product_107,beastmode
category_1_product_107,enx tech
category_1_product_107,blazing rgb lights
category_1_product_108,bluetooth gaming wireless earbuds with beastmode
category_1_product_108,40 hours playback
category_1_product_108,blazing rgb lights
category_1_product_109,bluetooth gaming wireless earbuds with 50 hours playback
category_1_product_109,dynamic rgb leds
category_1_product_109,beastmode
category_1_product_110,wireless earbuds with 100 hours large playback
category_1_product_110,beast mode
category_1_product_110,enx technology
category_1_product_110,ipx5 resistance
category_1_product_111,gaming wireless earbuds with beastmode
category_1_product_111,40 hours playback
category_1_product_111,enx technology
category_1_product_111,rgb led lights
category_1_product_112,wireless earbuds with 40 hours playback
category_1_product_112,asap charge
category_1_product_112,boat immersive sound
category_1_product_112,bluetooth v51
category_1_product_113,gaming wireless earbuds with 40 hours playback
category_1_product_113,beastmode
category_1_product_113,asap charge
category_1_product_113,enx technology
category_1_product_114,bluetooth gaming wireless earbuds with beastmode
category_1_product_114,asap charge
category_1_product_114,40 hours playback
category_1_product_114,enx technology
category_1_product_115,true wireless gaming earbuds with 30 hours playback
category_1_product_115,blazing led lights
category_1_product_115,beastmode
category_1_product_115,asap charge
category_1_product_116,bluetooth gaming wireless earbuds with beastmode
category_1_product_116,asap charge
category_1_product_116,rgb lights
category_1_product_117,bluetooth wireless earbuds with beast mode
category_1_product_117,asap charge
category_1_product_117,enx technology
category_1_product_117,10mm drivers
category_1_product_118,wireless gaming earbuds 40ms low latency with beast mode
category_1_product_118,40 hours gameplay
category_1_product_118,ipx5 water
category_1_product_118,bt v53
category_1_product_119,bluetooth gaming wireless earbuds with beastmode
category_1_product_119,asap charge
category_1_product_119,bluetooth v53
category_1_product_120,wireless earbuds with 100 hours playback
category_1_product_120,enx technology
category_1_product_120,asap charge
category_1_product_120,beast mode
category_1_product_120,13mm drivers
category_1_product_121,wireless earbuds with 50 hours playback
category_1_product_121,enx technology for clear calls
category_1_product_121,asap charge
category_1_product_121,beast mode
category_1_product_121,bluetooth v53
category_1_product_122,wireless earbuds with 100 hours playback
category_1_product_122,enx technology
category_1_product_122,asap charge
category_1_product_122,beast mode
category_1_product_122,13mm drivers
category_1_product_123,wireless earbuds with 75 hours long playback
category_1_product_123,13mm drivers
category_1_product_123,beast mode
category_1_product_123,quad mics with enx technology
category_1_product_124,wireless earbuds with beast mode
category_1_product_124,75 hours of playback
category_1_product_124,enx technology
category_1_product_124,bluetooth v53
category_1_product_125,wireless earbuds with beast mode
category_1_product_125,40 hours playback
category_1_product_125,asap charge
category_1_product_125,led lights
category_1_product_127,wireless earbuds with 54 hours playback
category_1_product_127,beast mode
category_1_product_127,bluetooth v53
category_1_product_127,enx technology
category_1_product_128,premium wireless earbuds with 10mm drivers
category_1_product_128,50 hours long playback
category_1_product_128,beast mode
category_1_product_128,enx technology
category_1_product_129,wireless earbuds with bluetooth v50
category_1_product_129,6mm drivers
category_1_product_129,12 hours playback
category_1_product_129,stereo calling
category_1_product_130,wireless earbuds with 10mm drivers
category_1_product_130,up to 25db anc
category_1_product_130,enx technology
category_1_product_130,175 hours playback
category_1_product_130,asap charge
category_1_product_131,13 mm drivers
category_1_product_131,typec carry case
category_1_product_131,12 hours nonstop music
category_1_product_132,wireless gaming earbuds with 40 hours playtime
category_1_product_132,clear calling with enx
category_1_product_132,low latency
category_1_product_132,rgb lights
category_1_product_133,wireless earbuds with 50 hours playback
category_1_product_133,13mm drivers
category_1_product_133,enx technology
category_1_product_133,ipx5 resistance
category_1_product_134,tws wireless earbuds with 50 hours playback time
category_1_product_134,quad microphone
category_1_product_134,iwp technology
category_1_product_135,wireless earphones with 42 hours playback with boats signature audio experience
category_1_product_135,asap fast charge
category_1_product_136,bluetooth wireless earbuds with 7mm driver
category_1_product_136,upto 20 hours playback
category_1_product_136,ipx5 technology
category_1_product_137,true wireless gaming earbuds with powerful 13mm drivers
category_1_product_137,beast mode for gaming
category_1_product_137,enx technology
category_1_product_137,upto 24 hours of continuous playback
category_1_product_139,12mm drivers
category_1_product_139,upto 45 hours playback
category_1_product_139,quad mics with enx technology
category_1_product_140,tws earbuds with dynamic 6mm drivers
category_1_product_140,bluetooth v50
category_1_product_140,ipx5 water and sweat resistance
category_1_product_140,420 mah charging case
category_1_product_141,wireless earbuds with noisecancelling earbuds with 10mm drivers
category_1_product_141,asaptm charge technology
category_1_product_141,enx technology
category_1_product_141,touch gesture volume control
category_1_product_142,wireless earbuds with enx noise cancellation technology
category_1_product_142,beast  mode
category_1_product_142,55 hours of battery life
category_1_product_142,ipx5 sweat  water resistance
category_1_product_143,wireless earbuds wonder woman dc edition earbuds with 13 mm drivers
category_1_product_143,650mah pocket friendly charging case
category_1_product_144,wireless earbuds with 13 mm drivers
category_1_product_144,bluetooth v50
category_1_product_144,650mah pocket friendly charging case
category_1_product_145,wireless earbuds with 2600 mah carry case
category_1_product_145,6mm drivers
category_1_product_145,upto 20 hours nonstop music
category_1_product_145,ipx7 sweat  water resistance
category_1_product_146,wireless earbdus gaming earbuds with 2x6mm dual drivers
category_1_product_146,quad mics with enx and iwp technology
category_1_product_146,led lights on charging case
category_1_product_147,tws earbuds10mm drivers
category_1_product_147,quad mics with enx technology
category_1_product_147,bluetooth v52
category_1_product_147,ipx4 sweat  water resistance
category_1_product_147,asap  fast charge
category_1_product_148,wireless earbuds with 35db hybrid active noise cancellation
category_1_product_148,8mm drivers
category_1_product_148,quad mics with enx technology
category_1_product_148,asap charge
category_1_product_151,wireless earbuds with 13mm audio drivers
category_1_product_151,iwp technology with bluetooth v50
category_1_product_151,typec charging
category_1_product_151,upto 60 hours playback
category_1_product_152,wireless earbuds with 13mm audio drivers
category_1_product_152,upto 60 hours playback
category_1_product_152,iwp technology
category_1_product_152,voice assistant
category_1_product_152,type c charging
category_1_product_153,wireless earbuds with 13mm audio drivers
category_1_product_153,iwp technology
category_1_product_153,type c charging
category_1_product_153,voice assistant on single press
category_1_product_154,wireless earbuds with 6mm drivers
category_1_product_154,ipx7 water  sweat resistance
category_1_product_154,500mah charging case
category_1_product_154,nonstop music upto 20 hours
category_1_product_155,tws earbuds with 6mm drivers
category_1_product_155,380mah charging case
category_1_product_155,enx technology
category_1_product_155,beast mode for gamers
category_1_product_155,asap charge
category_1_product_156,wireless earbuds with 6mm drivers
category_1_product_156,qualcomm cvc call noise isolation
category_1_product_156,aptx audio technology
category_1_product_157,wireless earbuds with 10mm drivers
category_1_product_157,iwp technology
category_1_product_157,enx technology
category_1_product_157,playback upto 30 hours
category_1_product_158,anc wireless earbuds with dual mics with enx technology
category_1_product_158,beast for low latency
category_1_product_158,8mm drivers
category_1_product_159,wireless earbuds with 7mm drivers
category_1_product_159,ipx4 water resistance
category_1_product_159,500mah charging case
category_1_product_159,music upto 10 hours
category_1_product_160,inear earbuds with 13mm drivers
category_1_product_160,music up to 15 hours
category_1_product_160,typec interface
category_1_product_160,one touch voice assistant
category_1_product_161,wireless earbuds with 4 mics
category_1_product_161,asap charge
category_1_product_161,6mm drivers
category_1_product_161,32 hours nonstop audio bliss
category_1_product_161,enx technology
category_1_product_162,tws earbuds with beast mode for gamers
category_1_product_162,500mah charging case
category_1_product_162,6mm dual drivers
category_1_product_162,30 hours playback
category_1_product_163,wireless earbuds with 13mm drivers
category_1_product_163,12 hours playback
category_1_product_163,iwp feature
category_1_product_163,bluetooth v50
category_1_product_165,wireless earbuds with 6mm drivers  boat signature sound
category_1_product_165,20 hours playback
category_1_product_165,ipx7 water resistance
category_1_product_166,tws earbuds with 6mm driver
category_1_product_166,150 hours mountainous playback
category_1_product_166,iwp  asap charge technology
category_1_product_167,wireless earbuds with 13mm drivers
category_1_product_167,28 hours of playback
category_1_product_167,iwp technology
category_1_product_167,asap charge
category_1_product_167,voice assistant
category_1_product_168,inear earbuds v2 with 8mm driver
category_1_product_168,led case battery indicator
category_1_product_168,380mah pocket friendly charging case
category_1_product_169,wireless earbuds with 7mm rhythmic dynamic drivers
category_1_product_169,up to 20 hours playback
category_1_product_169,500mah charging case
category_1_product_170,wireless gaming earbuds with powerful 6mm drivers
category_1_product_170,upto 50 hours playback
category_1_product_170,470mah charging case
category_1_product_171,wireless earbuds with powerful 6mm drivers
category_1_product_171,nonstop music up to 13 hours
category_1_product_171,typec interface
category_1_product_172,true wireless bluetooth earbuds
category_1_product_172,upto 46 hours playback
category_1_product_172,asap fast charge
category_1_product_172,600mah charging case
category_1_product_173,wireless earbuds with 6mm drivers
category_1_product_173,iwp technology
category_1_product_173,upto 20 hours playback
category_1_product_173,500mah charging case
category_1_product_174,wireless earbuds with 6mm drivers
category_1_product_174,iwp technology
category_1_product_174,bluetooth 50
category_1_product_174,2600mah carry case
category_1_product_174,voice assistant
category_1_product_175,wireless earbuds with powerful 10mm drivers
category_1_product_175,enx technology
category_1_product_175,asap charge
category_1_product_175,30hours of playback time
category_1_product_176,tws earbuds with 6mm drivers
category_1_product_176,boat signature sound
category_1_product_176,upto 30 hours playback
category_1_product_176,500 mah charging case
category_1_product_177,inear earbuds with 6mm drivers
category_1_product_177,bluetooth v50
category_1_product_177,up to 13 hours playback
category_1_product_177,voice assistant
category_1_product_178,wireless earbuds 7mm drivers
category_1_product_178,ipx4 sweat  water resistance
category_1_product_178,bluetooth 50
category_1_product_178,500mah charging case
category_1_product_179,tws wireless earbuds with 6mm drivers
category_1_product_179,bluetooth v50
category_1_product_179,14 hours nonstop music
category_1_product_179,420mah charging case
category_1_product_180,wireless earbuds with 6mm drivers
category_1_product_180,50 hours playback
category_1_product_180,bluetooth v50
category_1_product_180,1800mah battery
category_1_product_181,wireless earbuds with 10mm drivers
category_1_product_181,hybrid active noise cancelling
category_1_product_181,type c charging interface
category_1_product_182,wireless earbuds with 6mm driver
category_1_product_182,nonstop music upto 20 hours
category_1_product_182,ipx7 water  sweat resistance
category_1_product_183,tws wireless earbuds for sports  workout
category_1_product_183,10mm drivers
category_1_product_183,voice assistant with google and siri
category_1_product_184,wireless earbuds with 10mm drivers
category_1_product_184,dual mic with enx technology
category_1_product_184,25 hours playback
category_1_product_184,typec interface
category_2_product_1,wireless earbuds with massive playback of upto 40 hours
category_2_product_1,ipx5 water  sweat resistance
category_2_product_1,iwp technology
category_2_product_1,type c interface
category_2_product_2,wireless earbuds with active noise cancellation
category_2_product_2,enx technology
category_2_product_2,120 hours playback
category_2_product_2,beast mode
category_2_product_3,wireless earbuds with 42 hours playback
category_2_product_3,enx technology
category_2_product_3,beast mode
category_2_product_4,wireless earbuds with upto 60 hours playback
category_2_product_4,13mm drivers
category_2_product_4,iwp technology
category_2_product_4,650mah charging case
category_2_product_5,wireless earbuds with 8mm drivers
category_2_product_5,iwp  enxtm technology
category_2_product_5,asap fast charge
category_2_product_5,upto 42 hours playback
category_2_product_5,ipx4 sweat  water resistance
category_2_product_6,powerbank with 20000mah battery capacity with smart ic protection
category_2_product_7,wireless earbuds with massive playback of upto 17 hour
category_2_product_7,ipx5 water  sweat resistance
category_2_product_7,iwp technology
category_2_product_7,type c interface
category_2_product_8,wireless earbuds with 13mm drivers
category_2_product_8,bluetooth v50edr
category_2_product_8,iwp technology
category_2_product_8,650mah pocket friendly charging case
category_2_product_8,60 hours nonstop music
category_2_product_9,wireless earbuds with dolby head tracking
category_2_product_9,50h playback
category_2_product_9,52db anc  adaptive eq by mimi
category_2_product_10,bluetooth wireless earbuds with crystal bionic sound powered by hifi dsp
category_2_product_10,120 hours playback
category_2_product_10,dual eq modes
category_2_product_10,quad mics with enx technology
category_2_product_11,powerbank with 10000mah battery capacity with smart ic protection
category_2_product_11,225w fast charging
category_2_product_12,wireless earbuds with 11mm drivers
category_2_product_12,enx technology
category_2_product_12,beast mode
category_2_product_12,45 hours of battery life
category_2_product_13,wireless earbuds
category_2_product_13,50 hours playback
category_2_product_13,50db anc
category_2_product_13,360 spatial audio with head tracking
category_2_product_13,app support
category_2_product_13,adaptive eq powered by mimi
category_2_product_13,google fast pair
category_2_product_13,asap charge
category_2_product_13,boat signature sound
category_2_product_14,wireless bluetooth earbuds with 13mm drivers
category_2_product_14,upto 50 hours of battery life
category_2_product_14,beast mode
category_2_product_14,quad mics with enx technology
category_2_product_15,wireless earbuds with enx noise cancellation technology
category_2_product_15,beast  mode
category_2_product_15,55 hours of battery life
category_2_product_15,ipx5 sweat  water resistance
category_2_product_4,wireless earbuds with 8mm drivers
category_2_product_4,iwp  enxtm technology
category_2_product_4,asap fast charge
category_2_product_4,upto 42 hours playback
category_2_product_4,ipx4 sweat  water resistance
category_2_product_6,wireless earbuds with massive playback of upto 17 hour
category_2_product_6,ipx5 water  sweat resistance
category_2_product_6,iwp technology
category_2_product_6,type c interface
category_2_product_7,powerbank with 20000mah battery capacity with smart ic protection
category_2_product_9,bluetooth wireless earbuds with crystal bionic sound powered by hifi dsp
category_2_product_9,120 hours playback
category_2_product_9,dual eq modes
category_2_product_9,quad mics with enx technology
category_2_product_10,wireless earbuds with dolby head tracking
category_2_product_10,50h playback
category_2_product_10,52db anc  adaptive eq by mimi
category_2_product_5,wireless earbuds with upto 60 hours playback
category_2_product_5,13mm drivers
category_2_product_5,iwp technology
category_2_product_5,650mah charging case
category_3_product_1,bluetooth earphone with 10mm drivers
category_3_product_1,up to 60 hours nonstop playback
category_3_product_1,typec charging
category_3_product_1,asap charge
category_3_product_2,wireless earphone with 40h playback
category_3_product_2,asap charge
category_3_product_2,dual pairing
category_3_product_2,enx technology
category_3_product_2,beast mode
category_3_product_3,wireless earphone with 40h playback
category_3_product_3,asap charge
category_3_product_3,beast mode
category_3_product_3,enx technology
category_3_product_4,wireless earphone with nonstop music upto 60 hours
category_3_product_4,asap charge
category_3_product_4,ipx5 water resistance
category_3_product_5,wireless earphone with 100h playback
category_3_product_5,asap charge
category_3_product_5,beast mode
category_3_product_5,active noise cancellation
category_3_product_6,wireless bluetooth neckband with up to 20 hours playback
category_3_product_6,beast mode
category_3_product_6,enx technology
